business_name,review_id,user_id,stars,review_date,review_text,funny,useful,cool
Elmer's Tacos,3LKVENlMlDzGG1tvkDzRvg,xdWsnbaTEfBMVHttqZDHxg,3,2010-05-02,"I'm one of THOSE people... I absolutely despise cilantro... I believe man found a weed in the ground and accidentally ate it, and hence we have cilant",1,2,0
Chelsea's Kitchen,SAqEVvl5ItFqtW3GX0GuYg,6lQLhk9f6Vz-SxrnNjbZ3w,5,2013-08-13,"Great place to eat if you want great fish, poultry or beef.  The decor is cute and makes you feel like you are at your mom's house eating.  I have bee",0,0,0
The Phoenix Cheesesteak Co,iRyoOIjwrUCE5c1aOp9JSg,4ztIi9VeUSo6yzbt75wopQ,5,2012-08-07,"Wow this was literally a MELT IN YOUR MOUTH sandwich!  I tried the Phoenix and LOVED it!  I'm not a Ribeye girl or for that matter, a cheesesteak girl",0,1,0
Five Guys Burgers and Fries,pgDM9-Rw4WpedX4VKHAZRw,qyfbfFtvREN_8WsFhe6ZJg,2,2012-01-10,"I fell for the hype.
Novelties like free peanuts and the new automated touch screen soda fountains, does not guarantee good food.
First the french f",1,4,0
Grimaldi's Coal Brick-Oven Pizza,rxzuT4lU9zL0sbascdwAJg,hSu6RtLWWkZfYeG8Zf3i6w,5,2010-05-06,I love eating here! The first time I ate here the manager introduced himself and was very kind in making sure everything was to our satisfiaction. I t,0,0,1
The Farmhouse Restaurant,mc2ID15iwqKXqlLiSyCJcw,fMyKbyYY9Poy9B_1QZPKcg,4,2009-03-22,"Great food, large portions! My family and I really enjoyed our Saturday morning breakfast.",0,0,0
The Greek Pita,kOgQvVkT7ixyyxGoWy8Z2g,ZQduSjrBcIYjO1d8IaXxVw,4,2012-08-16,"Tasty gyros, and lots of it! They serve Kronos from Chicago, shaved right off the spit so you know it's authentic. And they really pile on the meat, t",0,0,0
Tammie Coe Cakes,dK6XU5RWGN-u9yIKp-czBg,uj79HTtyOdAdd_TaPcdxjA,5,2008-03-08,A friend bought me a Tammie Coe birthday cake and it was incredible.  I have never actually been there but will be in the area tomorrow and am thinkin,0,4,3
RigaTony's,qPku4sLsJFoj29u27-VQyA,C6TiXLrpGk0SUQWiiE8a3A,4,2012-12-02,"Great neighborhood Italian restaurant. It's a little ""Olive Gardenish - is that word? But the food is tasty and service is quick. I usually sit in the",0,1,0
Hollywood Alley,zGuhfVczlHaY2SACnyCBJw,mfvezpz6ohS0NQk3DZdvqQ,4,2007-04-15,"Um...wtf?
So I heard on the DL that this was a great place to go for some hip-hop on Thursday nights for The Blunt Club. I was like ""Really? Off Pric",1,5,4
The Mission,DFwLESeZOSTQJubZtT0NbQ,PVTGxCqlyzfaU86rvn3SPg,2,2011-04-27,Very disappointing. Margaritas were very good and service was fine. But the food?  Overpriced and not good. We started with the duck confit empanadas.,0,0,0
Eagles Buffet,oSZIP157CgVlogNvp-gr0Q,nbofxFWHORebBHh10OgYLA,5,2011-05-07,"ohhhhh what a pleasant, delicious, surprise this buffet was. :D Friday dinner = 14.50 per person, including soft drink, and the food is glorrrrioussss",1,1,1
Flavors of Louisiana,B4W0rFYTl2Miz3xdYL1cDQ,8z2mKSqTW-4pLobAUNvrsQ,5,2011-08-24,"True Louisiana cooking!
Staff is helpful and if you have a question about a food they carry they give you a sample. 
Dessert is a must and 2 people ",0,1,0
Big City Bagels & Deli,i9cQFYsnoJPENngOF3EHjg,BN8GC8-FvYLFc_pnHRvsnQ,1,2013-05-14,"They microwave the eggs and meat and didn't have any bagels at left at 9am.  Won't be returning, though the service was ok.",0,0,0
Echo Coffee,Y5lLrntatwuaevPoaZQheg,_uLtybFNthITalKyAiFurA,4,2012-08-22,"Great coffee shop featuring:
- tasty espresso - beans roasted on site
- ample parking
- ample seating, indoor and out
- free wifi - password 'titusbl",0,1,0
Maria Maria,iHD35UFhZXS13Bu80hQkYg,4SVwDZjN-IcEC6NJQhi79w,4,2009-09-25,I'm torn on 4 or 3 stars.  I thought the food was good.  They bring you 3 types of salsa. We arrived to a really good 2 person band performing on thur,0,0,0
North Mountain Brewing Co.,4LFDgbQmjgnZ481DzEfK4A,n9Zg0jlOGtxfIrvoPm6Hhw,3,2013-12-31,"My visit to North Mountain Brewing Co. was good - A-OK is the perfect description.
Our group of 3 enjoyed sharing a variety of items in between the m",4,6,4
BevMo,YNf9j6LHKEJ4WlOEL720aw,YhqEQ9O7JRjdr12hSZbu0A,1,2011-09-30,I use to shop at this place all the time. But since they changed management and the way I was treated there was unacceptable. The people there really ,0,3,0
Siam Thai Cusine,YdTwzbPVFcXloqTYVTHrBA,oUGmoziFCwNi2oUHB54SGg,5,2011-04-17,The only Thai food I've found in the valley worth eating.  Scottsdale Thai is good but I'm not spending $10 + on a dish.  I only do take-out but the h,0,1,0
The Greene House,Gm7NvmH_qC0addonKXwZ-Q,yNmFzNpPnQbX17mVZxiCFw,1,2008-02-19,I had been wanting to go to this restaurant since I moved to AZ. I love the FOX restaurants so my boyfriend made reservations for valentine's day. I h,0,0,0
Loco Patron,hXk8VRlzAMFALWGxNJMSew,_ki8TQWep4CJTfF4kzyMtw,2,2012-07-17,"It pains me to give this place 2 stars because I am in love with their tacos, the sauce they put on them is so delicious.
However, what kind of place",0,0,0
Province Restaurant,ogTI0pM0wLChse7eIL0Ajw,vhxFLqRok6r-D_aQz0s-JQ,4,2013-09-09,"The lunch is actually a good deal, quick on the uptake (i.e. I can get in and out within 40 minutes) and the service is attentive.  It is never that b",1,2,1
RA Sushi Bar Restaurant,vOWha7RpdKzVNpd6URvMXQ,pv82zTlB5Txsu2Pusu__FA,2,2010-08-18,"sushi is kinda like sex. or chocolate.
there are varying levels of quality,
but can it really be bad?
I think RA is def. meh
it's a little spendy
it's",2,4,2
Dino's Greek and Italian Grill,6wZlNjOwqkC1eCy7m0HjZQ,TL9nW3THWJkrBLW8rNrn0w,5,2014-01-17,Very Good Greek food with a nice family atmosphere.  I get a sense this place is family owned by the hospitality and time they take to explain the men,0,1,0
Fleming's Prime Steakhouse & Wine Bar,OohTqLBQj5Rdi2EyDWHpmQ,LPuWHvOIPtBYFFaLa_Zu9Q,4,2013-04-03,"Easter brunch was nice, but NOT near as good.  I will go there, but not for Holiday Brunches...not for the price.  It wasn't bad at all, but not great",0,0,0
Casey Jones Grill,OCX9q13xZNoIL72rA26YLA,CSORK8yrMvqvj0LRlCD1Hw,4,2010-07-05,I have visited the Casey Jones pub 3 times over the past year or so whenever I visit my mother who lives in Phoenix. Everytime I go I have had a great,0,1,0
Coal Burger,sFNgHMKmdxNx2hBrzlOw1A,coVx1HqVwOwFl9mrkYBvAg,5,2011-05-31,I see absolutely nothing wrong with this place. It is more expensive than McDonald's but have you compared the price of organic ground beef to multi-c,0,3,1
Cafe Zamora,7YRin49vSnlrBh5EmXiWiQ,z-JC1S58qaW8WNiOzUh_TA,5,2013-09-22,"Consistently fantastic Mexican food. I want to try something new, but the carnitas is so damn good.",0,1,0
Reathrey Sekong,BhP1g_VJm6SIiSa3Urgjbw,kAq1XlmIO1JiwVv4lXC8Dg,3,2012-02-27,"It was hard for me to find any Asian food in the Camelback area, so we came upon this place on Yelp. It was not bad for Phoenix... but not impressive.",0,1,0
Duck & Decanter,jDfW8sYmK9-JNcZoyY_naA,nDBly08j5URmrHQ2JCbyiw,4,2010-10-23,One of my earliest memories of Phoenix concerns waking up under the eucalyptus trees that used to cover most of what is now the business park and shop,1,1,1
Sacks Art of Sandwicherie,UoYqMa2VQf2AcUM5h-OKMQ,VXUIEbW9_xbCqs12EYD8QA,4,2011-03-24,"Went here today and I loved my sandwich! It was 'The Impressionist' and I think that is their only vegetarian sandwich available. 
I docked off the s",0,1,0
Ocean Prime,lOOFV0Qg-rAeaH1mkSxYjA,n9Zg0jlOGtxfIrvoPm6Hhw,4,2009-08-05,"Nice - very nice. Beautiful decor and an atmosphere that is upscale without being stuffy. The Saturday night I was there, the dining room was full and",1,2,2
Old Town Tortilla Factory,E4ANXA6W-WQ-Ry2o5yHPCw,OP063NqVjZRd2lMaVbbQVQ,2,2011-03-06,"Initially, this place had a solid 5 stars going for it. Waited in the bar for our table and had a drink which was very good.  After a short wait, we w",1,1,0
The Vig Uptown,6uDvq1jpefh-tT5U5neVtw,edy9zILE5uaa0B6HXEekLw,4,2011-02-15,Happy hour at the Vig is... a m a z i n g. The portions and prices on all the appetizers are incredible and the simple beer list is still full of tast,0,1,0
Budget 1 Hour Signs,PRgiziICjjVnwSkuiSThrQ,C8ZTiwa7qWoPSMIivTeSfw,4,2009-11-10,"An initial good sign of any business is proper, friendly and enthusiastic phone answering skills. Budget delivered. Another good sign is the person pr",16,18,16
Armando's Mexican Food,vwKR2-M-JwMQ4pEEVNgRUg,4ummxE8v9PNeiSvtkuw-xw,4,2012-04-22,I'm a regular at Armando's given I live north of it and there is little to no taquerias to be found.  It is a very solid taqueria-style experience.  A,0,1,0
Ling & Louie's Asian Bar and Grill,TmQwYZAS_ZxHufEO1k66aw,6iGvMECsHLN9PGsBYhrNCQ,2,2013-02-24,"I enjoy Asian fusion, but this was disappointing.  First, we had to wait 25 minutes to be seated. Which would be fine if it was worth that wait...
Sta",1,4,0
Fujiya Market,bJKTQIKjNhtVgh9T2IcdsA,ws9yCrLLEJYK85WvJ-4g_g,5,2013-09-09,"I shop at this market weekly. I love the inexpensive frozen mackerel. Additionally, their fresh food is great. I enjoy bento boxes, onigiri, and eel b",0,0,0
RigaTony's,ktPeJqA9-27a0yx4PsrBEw,mDS8rlDOcgRT3PMHGz3tug,4,2012-09-10,"Rigatony's I have probably reviewed you before but must do it again. I love your food, I love your service, I love your shot of chianti at the start o",0,2,2
Mi Patio Mexican Restaurant,w65ZiM1AA_wxDvtN7pFN2g,Fi8OCt1Z3SzW05uybPFrvw,5,2012-01-25,Absolutely LOVE this place!  Chips and salsa - awesome.  Beans - awesome.  Wait staff - awesome.  From Denver and will definitely return when we are b,0,1,0
Serranos Mexican Food,wlo1q4BH3YUoLj8rgT2ixw,99MEJTe8aVcbRax9wrpWpQ,5,2010-10-04,"Hands down my favorite mexican food place in the world. The bean dip is, of course, awesome. You gotta make sure you don't get full on the bean dip be",0,2,0
Babbo Italian Eatery,McTWud6UH_YBukzwlbZDug,MEOdBrEbNqFBWd63ZW2-aA,3,2013-06-07,I have only gotten take out there but overall have been very pleased.  Both the Steak' N Blue salad and the Chopped Chicken salad are good portions an,0,1,1
Pinon Grill,3CfpsYGd_XfPIiihOSDijQ,kos4MkM2h0UAdupVDuTziQ,3,2007-03-08,"I went here for a beer and food pairing event hosted by Dogfish Head Brewing.  The meal was ok, the service was very good.  I don't know what a normal",0,3,0
Mesa Amphitheatre,umHkdcBVfeBeX1AxxNY43Q,iPBdvOGcVmuSuiCEKrQoPQ,4,2011-11-19,"I am very fond of the Mesa Ampitheater on a perfect Phoenix night. It's got tiered grass, and you just pick a place and park. I like the idea of being",0,0,0
Crescent Ballroom,XdC_i0PlAPHGOURrQXkyig,1P8Cojr9yGhVfzvF2j9fCA,4,2013-08-28,Nice venue for a show with a separate lounge and outdoor seating area. Good service and great bands. Get out and support downtown Phoenix.,0,0,1
Estrella Mountain Regional Park,po4cur2nPDRjgJ431eU5uw,kgrR7u6RXylbn3HGpihkAg,5,2012-01-01,Loved this park! Very impressed with the views! Plan on going again!,0,1,0
Pier 1 Imports,FtSuQi80VFyjXdsvVpAf2w,lkV_WCqCbpA5gUIHD6wtOw,3,2008-10-21,So I ventured in here today for a quick nosy hoping to see what was on sale. I figured nothing in these economic times could be TOO expensive...They h,0,0,0
Thai Basil,5lydMm6UyzWTKRc_Ol9hVQ,sXhy3NgNOlu7UXg1dbcefA,3,2012-12-26,"Came here for dinner tonight with my hubby.  We are from Las Vegas visiting family for the holidays. After eating left over foods, my husband and I cr",1,1,0
Uncle Sal's Italian Restaurant,90Ao9jLytc0RvZm-4krCvw,m8qzAQab1IY28lDRGMlO3w,2,2013-05-01,uncle sals is nothing special. in fact it's unspecial as in retarded in their customer service. the food is average but service is horrible. we have e,1,1,1
Hap's Pit Barbecue,e9N8M4LUO-XEDxE9afR3Vg,Wj0r9VOpoIyRpaa6y5XGmA,4,2010-05-30,"Went here for lunch with a co-worker.  We both had the combo sandwiches (half pulled pork, half pulled chicken)  I like the potato salad as the spices",0,0,1
Pizzeria Bianco,3qWMKFl3hBiYbXlrQuADJA,WJkmgkrSPMHTfDTD3VgqqA,3,2010-04-10,"I knew it was too good to be true.
How can anyone be a repeat customer at Pizzeria Bianco? The wait is just ridiculous. I took a friend's advice to e",3,3,3
Taiko,FPRLFOT0K0rpWjOxnihUpA,MeDzKLP4llq_oH4mCNKGAg,4,2013-07-06,Love the sushi at this place!  They have lots of creative choices.,0,0,0
Biltmore Fashion Park,moKlU0DaLE8B1QvzWDxoZw,F21azNBoXB8c6zorMz0jaw,4,2011-09-07,"This is two miles from my house. I love this place!
Enuf said!",0,0,0
Harvey's Wineburger,-2l-Gcro_paZuc5PV_Rg8A,BlivVzHUCuCIzMngqlauWg,1,2013-07-02,"As a loyal (former) patron of Harvey's Wineburger for over 40 years, I can now announce that the change of ownership in the past year or so has murder",0,4,1
China City Super Buffet,7Ji7dRWz0-XP8ckhLw4r1w,_curMqk-nKQNss8zE9GXaw,2,2013-01-11,"the food was salty and greasy pretty much you could expect from average chinese buffet, and there was some unpleasant smell in the restaruant.",0,0,0
The Herb Box,wn2MQ2L1cS4LJG1brP3AZg,yEmro4wM0B8Aqdoor_GuGQ,4,2013-06-17,Nice spot for lunch or dinner. Ryan the manager always goes out of his way for you. Never had a bad meal and I have been here well over 100 times. Som,0,0,0
Scramble A Breakfast Joint,eSaRIcP3_pEsSg55MjvwIQ,u2dZ29a7yEcvg2N_hf6XMQ,5,2013-08-18,Love this breakfast place! Some of the best breakfast items! You order at the counter and sit wherever available. They definitely need to expand their,0,1,0
Arcadia Tavern,Cy_TbKvo2YxeOyHViHq32g,J3I2NClEbD1Xr8lOdjxlqQ,4,2011-09-25,"Arcadia Tavern, or ""AT"" as called by the locals is a favorite place for many Arcadians.  Roll up equal parts of sports bar, food bar and place to be s",0,0,0
Chandler Public Library,aGNVJVcq21SpjMRC1UNu9Q,ZmIgP4U4Ht9CYmNX0_zP6w,3,2012-06-09,In an effort to find fun things to do with my daughter I checked out the Chandler Public Library web site.  I found they offer fun things for the kids,4,5,5
Carolina's Mexican Food,1Jkej3674EdH6lvy9UpFoQ,YrO7GQP8_ats0rL7pDQ4MQ,5,2011-12-26,"One of our favorite places to eat!  Love their fresh tortillas and their chips and salsa.  Their beans are the best, wish I could make some that taste",0,0,0
Wok Box,TBRvlPfaP8lu9zTitn0pZw,j2eMum97Tm37YDRIFtQ44A,4,2013-07-22,"What a great little place in North Scottsdale.  Good food, with very helpful staff (I think they are the owners) who are always ready to help you with",0,0,0
Brueggers Bagels,RgeUAd85goxVNg_68WXUCg,diaM2bXZaXbQFbmMcyosnQ,5,2011-05-31,Brueggers was my DC area go-to for a yummy morning soft-wich or the post-lunch cookie break. I did a little dance when I saw it in the Biltmore area..,0,0,0
Sapporo,Jc_lan9S7moHPmz5fvnsvA,9wBJNhymduE7KsVBcVojDg,5,2013-12-03,Always a GREAT time here. I stopped in with some girlfriends shortly after the Polo Championship for the after party and the place was jam packed. We ,0,0,0
The Vig Uptown,ZJJGnAVbhVUQDDKLlXpj2A,on91ZE-U_IVRibX_dM6IQQ,4,2011-05-16,I love the Vig Uptown for it's atmosphere and good drinks.  This is always a stand by place for me when no one can think of or agree on a place to go.,0,0,0
Fry's Food & Drug Stores & Fry's Marketplace,wMOYvbGcsxs8jm0Xwt6aRA,YnHYlN1m7jDhAH9XgR4Dlg,3,2013-01-22,fast pharmacy.,0,0,0
Chopstix,gk64Giywxg4aFb5nWC8nSw,bOZkB8e_47UAK33IygmALQ,4,2010-06-24,"I've only been here twice.
I've tried 5 of their rolls.
""Las Vegas Roll"" - Not as good as Ra's.  I know that everybody bashes on Ra, But I still LOVE",0,1,0
Sacks Art of Sandwicherie,_P_tXSkh3c1eu3taFOveuQ,gcu-ZKFYQxDxgQhe2PM6xw,1,2012-10-29,"Really mediocre, just plain jane boring sandwiches.  They skimp on key ingredients, like cream cheese on the lox sandwich on pumpernickel, which btw t",0,0,0
Roka Akor,vqlY41xoKub6ion-t_y0fQ,XqMkm-DD9VsdcKx2YVGhSA,5,2014-01-27,"(Lyrics - Ne-Yo - Because of You)
Want to but I can Yelp it, I love the way it tastes
Just got my drinks and getting ready for what is my meal
I need",2,4,3
Rehab Burger Therapy,9zHWq5TD-TciHmIYt2vlEw,Kqvfep2mxS10S50FbVDi4Q,1,2012-06-21,"I was looking forward to checking this place out after reading the reviews on Yelp.  It's decorated in a beach theme and seems like a fun atmosphere.
",3,4,2
Echo Coffee,OPx1ooFXU3wUxCOwCM_oPg,MOpFJnB5HyXdXW1sMwz7Bg,4,2012-08-26,"The espresso drinks are decent...on the smoother side, but not my fave. The iced almond milk chai, however, is absolutely phenomenal! It's cinnamon-y ",0,1,0
CVS Pharmacy,leIR1r1v05VrtxFYhVQwLg,zhVOlwBuEgdGlHjwgVf3Jg,4,2009-05-04,I like this CVS Pharmacy because they always have what I am looking for whether its been a sale item etc. I get the feeling this is not a high traffic,2,3,1
The Sushi Room,IUaByFsHPS9CkIjcWxIkTw,XeoAojoz5johV2MQ5ngNig,4,2013-04-25,"I have actually been here twice, once for a yelp elite event and again on my own.
Both times I thought the food was good they do have pretty high qua",0,1,0
Robyn D Young CP LLC,FAG8k1ldnOMeAGNrtnjkFg,usVjrAeJ7uWuoU4EbR8uqw,1,2011-07-05,In my experience I found her not to have the level of knowledge and expertise expected.  Suspect either poor listening or poor comprehension skills as,0,1,0
Dazzo's Dog House,7XnJdK-PYk65OxrrMhQMXw,aGnoiC_DgVdEUuTeGdhJSQ,3,2013-03-02,Just okay. I think there are better spots in Phoenix to get a Chicago style hot dog.,0,0,0
Oregano's Pizza Bistro,yOaci20Xr05IEbyBgp_yfQ,ZHg9Nbz-fm1kiRd4jZjfBw,4,2013-10-24,"Been here a few times, big plus for having local brews on tap and the pizza is very good.  My teenagers happen to love it so I give it a good review. ",0,0,0
Whole Foods Market,CtC6v_FnBwc414NsRv7sSg,vVX4jeaX7Va3JYb5nP7HCg,4,2013-10-06,"Clean and friendly. Why not five stars? With the buying power of whole foods, prices should be lower than anyone else. Corporate needs to stop pushing",0,0,0
"Lox, Stock & Bagel",yGtv8Sc7weqPomSLsGTkiQ,e-tIXSXCHyNo6FGommaV6g,5,2011-12-26,Great bagels and coffee. Very kid friendly.,0,0,0
Fuego Bistro,YXLnucQtydj9aoWv4SBJng,UakRC7cXrhXQ9lNfZ8uUtA,5,2012-04-14,"This place is great.  Quite unique and good atmosphere.  Some dining is outside in a courtyard.  Bear that in mind when going.
We never knew it exist",0,2,0
Pischke's Blue Ribbon Cafe,M-19rRqQyulTJiGboijY7g,GYozJlSnamrum5V16MUd5g,1,2009-03-23,"If it were not for the bloody mary and mimosa specials....there would be no reason to step foot in the new Pischkes (and still, I would rather go pay ",0,0,0
Cheba Hut,jfcx5ucNRM1k6jYGBhKdBA,y7sq26EXGz7XG7DSo8TOuQ,4,2011-04-15,"I had the Five-O, aka the Vegetarian's Nightmare. It was a good sandwich!
What I didn't like was that I felt all confused about ordering and picking ",0,0,0
Aunt Chilada's,QEqqG1FNEQyFMCTFhRFr-w,N5W520ZJAmSGsIxGDVI-pA,4,2013-09-04,Stayed across the street and went for a quick dinner. I was with a large group and I tried to change their minds about going here based on the Yelp re,0,1,0
"Ramada Tempe, Az",EtCUOGoPISd0ryKGuawiAQ,q52MsUgJnVP644LNV1vohg,5,2013-02-28,Absolutely awesome. They just went through a renovation. Completely gutted everything. The check in was effortless. The easiest check in I have ever e,0,1,0
British Open English Pub & Grill,i4tLb_OJyvxUlp49KhOCQg,yp90PduP1gD7kgCLWuQg4w,4,2011-05-18,"I really do enjoy my time every time I come here. This establishment reminds me of being back east, with its ambiance and vibe. I came here last week ",0,0,0
Thirsty Lion Pub & Grill,trIEr1Pe0xHSUQoNFKuZPw,wfvmwhhadHfpM9UoTV0OMA,3,2012-03-17,"i had a work meeting here and it's exactly the type of  average, mediocre, corporate food/bar/entertainment place I don't like. It was packed. enough ",0,0,0
The Phoenix Cheesesteak Co,J8IoZ67fwa6ZdFT84tuM5Q,gcyEUr4DXcbjnGRAWFtfAQ,3,2012-06-26,"What can I say, kinda okay cheesesteak. parking sucked donkey cack, park nearby and just walk The menu was similiar to any cheesesteak place, but the ",1,2,0
The Drunk Drivers,TP-fH82jwkhxWcgwmFpzvA,RlTrpEcSIfeqOrV7riwWrA,5,2011-02-11,"Wow, great idea and great service.  The folks at The Drunk Drivers helped me and my buds get home and brought my car home too.  Way cool.  We all part",0,1,1
Phoenix Sky Harbor International Airport,0dMROnqNBrPluvoywo21dw,dZ555iaTZ3Np-aacm0CxEQ,5,2009-02-21,I have to give a good review to up the average a little.  I read some reviews and I think a lot of people have no concept of what makes a good airport,1,1,1
Sochu House,KZdaCaa_vlkApm0N17ZfYg,oQZeITmS8rppOi9YukhbaQ,5,2012-09-09,"""Burger place...Dominoe's...Nail spa...liquor store...oh, what is this place at the end of the sketchy strip mall? Asian FUSION? bleh...well, I need a",3,3,3
Pita House,RANUEkDLCmt1C23Uh4NtXg,DrnIPJbLPqhBeWrHP_Epbw,4,2011-06-02,"Really terrific food, great variety, and friendly service!  Had Hummus apps, falafel pita sandwich, and some yummy rice on side..... highly recommend!",0,1,0
Wendy's Old Fashioned Hamburgers,wrfMGIj1vx355J1gstY5YQ,TtgWLUjFsWOMzENxS-gZGQ,4,2013-11-27,"For fast food, this was pretty good. It was actually fresh and tasty food.
Bonus for techies and those of us who have nomadic offices: they have a pl",0,0,0
32 Shea,ONalLC4ZrQAi9ava1RkB2Q,8j5xdB7WhWINGoO53zIbUQ,5,2013-09-26,"This place was great! There were quite a few people in there who seemed to be regulars, and I can tell why. The food, green tea and atmosphere were ex",1,3,0
Bagel Nosh Mesa,qKLDWWhr8lNJsXRN5XdAJg,AkJFqLqHHAKY3H5R8p7cPQ,4,2013-04-06,Bagel Nosh is a quaint little bagel shop. They have a multitude of bagels to choose from.  I had a breakfast egg bagel sandwich and half dozen bagels ,0,0,0
FEZ,DHOkCDxQzm36oDkRkAqA8Q,I-P1v7sRjDLEfVOndp01kA,4,2010-09-10,"Went here again for a friend's birthday party tonight.
We sat outdoors. 
Nice, spacey, fun hangout atmosphere.
Our waitress was so nice and on top of",1,2,1
The Saguaro,82DHGysCQ2N6q7KkZPD5cQ,TQWCxO6eEKDJqvUk8MBJfw,4,2013-07-11,This place makes me happy. My husband and I came for a weekend getaway in April - we like to stay in downtown Scottsdale and walk everywhere (especial,0,0,0
Red Lobster Restaurants,DQKCGSNgpPuozFC37RflUw,OqeEFFbXGi6KGg9UeN6AQg,4,2012-04-25,"Arrived at 5pm on a weekday in a party of three. Seated quickly, served beverages promptly. Got our order and was out within the hour. We did order th",1,0,0
Richard D's Barber Shop,ioYkZrV_-6n9wka0veK9xA,ri8t9Lgu1QHrec8Q_oepFQ,5,2011-07-16,My fiance and I were looking on Yelp to find a good affordable haircut with the option of a nice barber shave. He has hair that grows so fast and ther,0,1,0
The White Chocolate Grill,mEZb907VcGVDp6x7rH8vow,zYgSDyEHVcMLRL1LLms7IA,4,2009-08-25,Great place for happy hour! (4-7pm). I've had both the triple sliders and the half-rack ribs (on different days btw). If you near 101 & N. Scottsdale ,0,1,1
Pizza Hut,_lq6jbMYuRPDhbH-62qA_g,n5LyW9sOz3YNaJigSyLy9w,1,2013-03-25,"Rude rude rude rude rude rude, how can a general manager be so RUDE and keep her job. No wonder Pizza Hut has gotten bad reviews and ratings! They sol",0,0,0
Mekong Supermarket,kX2Z6tBP_lKdm8yjKSFf3A,EJaoDaba5ew7Pr1r8fT4NQ,3,2012-04-24,"We love Mekong plaza, but it's not the best Asian supermarket around. To me that is Asiana market (http://www.yelp.com/biz/asiana-market-glendale)
We ",0,1,0
Yogurt Jungle,h_YsbooMF3mTSrDkyqxhSw,4B3Is2tt9daZtnBdtJCi6Q,4,2012-07-08,"Pretty much like every popular self-serve yogurt place that seem to be popping up everywhere.  For us, the location is perfect.
I love that I can cont",0,0,0
La Santisima Gourmet Taco Shop,RYLzUMXxrhLlwN5DUvgqpQ,vrTs9qvS5bVRXEeKyjwCWQ,4,2012-07-16,"My friend took me here for lunch.  I had read about the salsa bar and so was looking forward to trying as many salsas as possible.
The server let us ",0,1,1
Von Hanson's Meats & Spirits,8LODqYhOQW_p2Zc0NuG2Ug,bZ0mTBSqb-pWXgxxMbZUbA,3,2013-12-16,I have been frequenting Von Hansons for a while now. Coming from a family who owned a meat shop back home it was nice to find one here that was simila,0,2,1
Humble Pie,oeRYPOOWMOiWGtd5I76HEw,Dpi50FrVtvy8Sh7TVbwetg,4,2014-01-19,"Place was great. Had the roasted mushroom pizza. Tasted awesome. 
Pros: 
-Good pizza
-Great selection
Cons:
-Don't understand why they have a calend",0,0,0
Super Burrito,Lcptx9MrlgqBgcCQs6I_MQ,w8431ljUcXTZgS6sHx6VYg,1,2013-11-30,Save your money. The food is bland. The pollo and carne asada are tough and full of gristle. I've given it many chances and each time they get my orde,0,0,0
Red Mountain Cafe,cuWyciV7Qhex_aGLtq9_Ow,5MM4C16p7deCN2pxKvywuQ,5,2012-03-19,Went here with the hubby & my 2 littlest ones for a Saturday breakfast a couple of weekends ago. Saw many good posts about this joint and I wanted to ,1,3,1
Pei Wei - Asian Inspired. Freshly Made.,1jpB5-R9XKyugR1kNraS4g,hORy0O17fXiPM5g_ouY3-A,4,2013-10-29,This place is quite good. I'm a super fan of their Mongolian Steak. The price is really decent and it's a great spot for lunch. You can order online a,1,5,2
Pita Jungle,UZLezVfYep4PZFpuicVCzA,nSLrExcVVphiNzvSf5H7vA,5,2012-01-10,"I can't believe I haven't tried a Pita Jungle sooner and I can't wait to go back!
The atmosphere was fantastic. Sprinkled with local art on the wall,",1,1,1
The Vig,r99CIYbXY_jaWSozffsWdA,VuEz4exG3lBmVmkPvw2eag,4,2013-12-23,"I really enjoyed the patio setting at the Vig. I went for an early dinner, and there weren't too many people there. It's a walk in and seat yourself d",0,0,2
Sunrise Nails & Spa,C7eajwMZ2FuEzjYtDeG08A,vel28ybyBmXkSPKJEwYKIw,5,2013-03-17,"3/17/13. Just moved to the area. Tried a couple of nail places and will definitely be going back to Sunrise. They are personable, professional, great ",0,0,0
noca,m8ZN1Hxsp6yifdAjnx4hyQ,SDwNym_yVoAhIbmqkgNVuw,4,2013-02-05,"Great atmosphere, great food and love all the little extras they bring you as you wait for your meal.  And cotton candy at the end! Too pricey for me ",1,0,0
Bison Witches Bar & Deli,XAn905drvC2_HqidEDQL1g,e44rUPb0ne7hcmEo6MzRGg,5,2009-12-30,"i've been eating at bison witches for 7 years now.  i started in tucson when i went to UA, and even though this one is on ASUs campus, i'll go because",0,0,0
La Paloma Blanca Floral Designs,j23JT-xVlGIvX4_HqgrWcA,g6zX3Ge44vhIbAO_rBi5VA,5,2011-01-14,I visited this unique little flower shop recently and was so impressed. The minute I walked in the door I could tell this was my kind of flower shop. ,0,0,0
Starbucks Coffee,zmdStg2dbgSjDo_3SPnqVA,qQns9dP75RNOWOVWI_ZKZw,2,2012-04-29,"I've been to this location a couple times. On one visit, the baristas were so self absorbed with their petty personal gab that they had to ask my orde",0,1,0
SuperShuttle,TUtI3Q3EWsgRwutA-DGhFA,G9ioN6fEfKDdNBUl5JrtPw,2,2012-11-08,"This was a weird experience. I have used Supershuttle in Denver (see my post on that - please, if you ever go to Denver - NEVER use them). I've also u",0,2,0
Zumiez,gfSvCXIhu9Kq3GmyrswnkQ,pw-k3TMjt1ZNB2-iRVTDlQ,4,2011-01-08,Great service!!,0,0,0
